,ID_token,eye_shape_value,fur_value,accent_colour_value,cooldown_timer_value,base_colour_value,eye_colour_value,virginity_value,pattern_value,mouth_value,colorprimary_value,coloreyes_value,PU_rarity,secret_rarity,mouth_rarity,accent_colour_rarity,highlight_colour_rarity,base_colour_rarity,eye_shape_rarity,eye_colour_rarity,pattern_rarity,fur_rarity,image_url_png,total_price,pred_price,price_diff
21,1004253,slyboots,chantilly,cashewmilk,Slow (24 hr),cinderella,olive,non-virgin,amur,confuzzled,0,0,0.0,0.0,0.08854399579113507,0.1132973826121268,0.19292384585032224,0.15162435880573458,0.1494410101275812,0.09285808233592004,0.15820071024595556,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1004253.png,6.052005643134479,6.73238697849046,0.6803813353559809
22,100432,crazy,munchkin,granitegrey,Sluggish (2 days),mauveover,gold,non-virgin,totesbasic,happygokitty,0,0,0.0,0.0,0.1881362620018414,0.07281336314612653,0.03535446534262791,0.09914507431277128,0.07923188215178219,0.01757201104827042,0.15417598316454031,0.0489017493094831,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/100432.png,9.076948482001665,9.388213888214569,0.3112654062129039
23,1004328,chronic,chantilly,kalahari,Slow (16 hr),greymatter,dahlia,non-virgin,tiger,fangtastic,0,0,0.0,0.0,0.0531369196369854,0.08938576877548336,0.2014467973168486,0.15951598053399973,0.1467052479284493,0.12808102064974353,0.15144022096540838,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1004328.png,6.902162134614911,6.73238697849046,-0.1697751561244507
24,1004354,wiley,selkirk,cashewmilk,Catatonic (1 week),cottoncandy,olive,non-virgin,rorschach,confuzzled,0,0,0.0,0.0,0.08854399579113507,0.1132973826121268,0.19292384585032224,0.1548599237143233,0.1843482835722741,0.09285808233592004,0.13013284229909247,0.16454031303432856,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1004354.png,6.680353513549285,6.73130252905079,0.0509490155015051
25,1004402,slyboots,chantilly,kalahari,Catatonic (1 week),cinderella,cyan,non-virgin,rorschach,happygokitty,0,0,0.0,0.0,0.1881362620018414,0.08938576877548336,0.19113507825858214,0.15162435880573458,0.1494410101275812,0.14257529922399054,0.13013284229909247,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1004402.png,7.077342629523005,6.734575891592958,-0.34276673793004697
26,1004535,thicccbrowz,koladiviya,frosting,Swift (5 min),greymatter,olive,non-virgin,rascal,confuzzled,0,0,0.0,0.15722741023280284,0.08854399579113507,0.16572405629356832,0.19158227015651716,0.15951598053399973,0.21381033802446403,0.09285808233592004,0.16843351308693938,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1004535.png,6.42245330451366,6.75431010174244,0.33185679722878003
27,1004604,thicccbrowz,chantilly,purplehaze,Plodding (8 hr),cottoncandy,dahlia,non-virgin,rascal,impish,0,0,0.0,0.0,0.049375246613179005,0.13881362620018414,0.19292384585032224,0.1548599237143233,0.21381033802446403,0.12808102064974353,0.16843351308693938,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1004604.png,6.743637722848817,6.73238697849046,-0.011250744358356712
28,1004638,asif,chantilly,frosting,Sluggish (2 days),cinderella,sapphire,non-virgin,rorschach,confuzzled,0,0,0.0,0.0,0.08854399579113507,0.16572405629356832,0.1871103511771669,0.15162435880573458,0.07233986584243061,0.11792713402604235,0.13013284229909247,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1004638.png,6.845437108980631,6.737422323659041,-0.10801478532158981
29,1004718,asif,selkirk,kalahari,Catatonic (1 week),cinderella,cyan,non-virgin,tiger,soserious,0,0,0.21686176509272656,0.1333421018019203,0.1696698671577009,0.08938576877548336,0.19113507825858214,0.15162435880573458,0.07233986584243061,0.14257529922399054,0.15144022096540838,0.16454031303432856,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1004718.png,6.796743428734231,6.73130252905079,-0.06544089968344124
30,1004732,wiley,selkirk,cashewmilk,Sluggish (2 days),cinderella,cyan,non-virgin,rorschach,pouty,0,0,0.0,0.0,0.18576877548336182,0.1132973826121268,0.19158227015651716,0.15162435880573458,0.1843482835722741,0.14257529922399054,0.13013284229909247,0.16454031303432856,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1004732.png,6.687783857726008,6.73238697849046,0.044603120764452164
31,1004777,chronic,selkirk,kalahari,Catatonic (1 week),bananacream,dahlia,non-virgin,amur,pouty,0,0,0.0,0.0,0.18576877548336182,0.08938576877548336,0.19158227015651716,0.15051953176377747,0.1467052479284493,0.12808102064974353,0.15820071024595556,0.16454031303432856,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1004777.png,6.796158569738304,6.73130252905079,-0.0648560406875136
32,1004865,asif,koladiviya,frosting,Brisk (1 hr),brownies,cyan,non-virgin,rorschach,fangtastic,0,0,0.0,0.0,0.0531369196369854,0.16572405629356832,0.2014467973168486,0.115059844798106,0.07233986584243061,0.14257529922399054,0.13013284229909247,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1004865.png,6.488119608399073,6.735317460326194,0.24719785192712163
33,1005222,asif,chantilly,icy,Catatonic (1 week),bananacream,dahlia,non-virgin,rorschach,happygokitty,0,0,0.0,0.0,0.1881362620018414,0.1387084045771406,0.2014467973168486,0.15051953176377747,0.07233986584243061,0.12808102064974353,0.13013284229909247,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1005222.png,6.94740980445467,6.73820136850892,-0.20920843594575
34,1005300,thicccbrowz,selkirk,kalahari,Snappy (10 min),greymatter,cyan,non-virgin,totesbasic,happygokitty,0,0,0.0,0.0,0.1881362620018414,0.08938576877548336,0.19292384585032224,0.15951598053399973,0.21381033802446403,0.14257529922399054,0.15417598316454031,0.16454031303432856,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1005300.png,6.781897751921236,6.7365322135678065,-0.04536553835342971
35,1005324,wiley,koladiviya,kalahari,Plodding (4 hr),cinderella,sapphire,non-virgin,rascal,confuzzled,0,0,0.0,0.1186636853873471,0.08854399579113507,0.08938576877548336,0.19292384585032224,0.15162435880573458,0.1843482835722741,0.11792713402604235,0.16843351308693938,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1005324.png,6.6605196425373405,6.73238697849046,0.07186733595311967
36,1005339,asif,selkirk,frosting,Sluggish (2 days),cinderella,dahlia,non-virgin,rascal,soserious,0,0,0.0,0.0,0.1696698671577009,0.16572405629356832,0.1871103511771669,0.15162435880573458,0.07233986584243061,0.12808102064974353,0.16843351308693938,0.16454031303432856,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1005339.png,6.623455183184998,6.737422323659041,0.11396714047404366
37,1005386,chronic,koladiviya,frosting,Catatonic (1 week),brownies,dahlia,non-virgin,totesbasic,fangtastic,0,0,0.0,0.0,0.0531369196369854,0.16572405629356832,0.19158227015651716,0.115059844798106,0.1467052479284493,0.12808102064974353,0.15417598316454031,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1005386.png,6.712455809748145,6.73130252905079,0.01884671930264492
38,1005429,chronic,koladiviya,frosting,Catatonic (1 week),brownies,olive,non-virgin,rorschach,confuzzled,0,0,0.19460739181901882,0.1186636853873471,0.08854399579113507,0.16572405629356832,0.19113507825858214,0.115059844798106,0.1467052479284493,0.09285808233592004,0.13013284229909247,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1005429.png,6.945078664648356,6.73130252905079,-0.21377613559756625
39,1005478,thicccbrowz,koladiviya,cashewmilk,Catatonic (1 week),cottoncandy,sapphire,non-virgin,totesbasic,happygokitty,0,0,0.0,0.0,0.1881362620018414,0.1132973826121268,0.19113507825858214,0.1548599237143233,0.21381033802446403,0.11792713402604235,0.15417598316454031,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1005478.png,6.284604309339681,6.73130252905079,0.44669821971110935
40,1005568,thicccbrowz,selkirk,cashewmilk,Catatonic (1 week),bananacream,sapphire,non-virgin,rascal,pouty,0,0,0.0,0.0,0.18576877548336182,0.1132973826121268,0.19292384585032224,0.15051953176377747,0.21381033802446403,0.11792713402604235,0.16843351308693938,0.16454031303432856,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1005568.png,6.323146875616245,6.73130252905079,0.4081556534345454
41,1005609,chronic,chantilly,kalahari,Swift (5 min),cinderella,sapphire,non-virgin,rorschach,confuzzled,0,0,0.0,0.0,0.08854399579113507,0.08938576877548336,0.1871103511771669,0.15162435880573458,0.1467052479284493,0.11792713402604235,0.13013284229909247,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1005609.png,6.386566131539715,6.73238697849046,0.3458208469507449
42,1005661,chronic,chantilly,frosting,Catatonic (1 week),cottoncandy,olive,non-virgin,rascal,pouty,0,0,0.0,0.0,0.18576877548336182,0.16572405629356832,0.19158227015651716,0.1548599237143233,0.1467052479284493,0.09285808233592004,0.16843351308693938,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1005661.png,6.284943084967635,6.73130252905079,0.4463594440831553
43,1005671,thicccbrowz,koladiviya,kalahari,Plodding (4 hr),bananacream,dahlia,non-virgin,rorschach,soserious,0,0,0.0,0.0,0.1696698671577009,0.08938576877548336,0.1871103511771669,0.15051953176377747,0.21381033802446403,0.12808102064974353,0.13013284229909247,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1005671.png,6.18900400136043,6.73238697849046,0.5433829771300305
44,1005707,asif,koladiviya,frosting,Catatonic (1 week),cinderella,thundergrey,non-virgin,rascal,pouty,0,0,0.0,0.0,0.18576877548336182,0.16572405629356832,0.19292384585032224,0.15162435880573458,0.07233986584243061,0.12792318821517823,0.16843351308693938,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1005707.png,7.411495345280426,6.73130252905079,-0.6801928162296358
45,1005943,chronic,chantilly,frosting,Catatonic (1 week),cottoncandy,olive,non-virgin,rorschach,impish,0,0,0.0,0.0,0.049375246613179005,0.16572405629356832,0.19292384585032224,0.1548599237143233,0.1467052479284493,0.09285808233592004,0.13013284229909247,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1005943.png,7.382685551340706,6.73130252905079,-0.6513830222899157
46,1006015,thicccbrowz,chantilly,cashewmilk,Catatonic (1 week),brownies,dahlia,non-virgin,rascal,impish,0,0,0.0,0.15722741023280284,0.049375246613179005,0.1132973826121268,0.19113507825858214,0.115059844798106,0.21381033802446403,0.12808102064974353,0.16843351308693938,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006015.png,6.777672517977298,6.73130252905079,-0.04636998892650812
47,1006041,slyboots,chantilly,frosting,Slow (16 hr),greymatter,cyan,non-virgin,amur,soserious,0,0,0.0,0.0,0.1696698671577009,0.16572405629356832,0.19158227015651716,0.15951598053399973,0.1494410101275812,0.14257529922399054,0.15820071024595556,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006041.png,6.629787998095169,6.7365322135678065,0.1067442154726379
48,1006082,wiley,ragdoll,cashewmilk,Catatonic (1 week),cinderella,dahlia,non-virgin,rorschach,impish,0,0,0.19460739181901882,0.1186636853873471,0.049375246613179005,0.1132973826121268,0.19292384585032224,0.15162435880573458,0.1843482835722741,0.12808102064974353,0.13013284229909247,0.16619755359726424,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006082.png,6.56335712124345,6.73130252905079,0.16794540780734035
49,1006194,wiley,koladiviya,kalahari,Brisk (2 hr),cinderella,dahlia,non-virgin,tiger,soserious,0,0,0.0,0.0,0.1696698671577009,0.08938576877548336,0.19158227015651716,0.15162435880573458,0.1843482835722741,0.12808102064974353,0.15144022096540838,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006194.png,7.081795612190229,6.73238697849046,-0.3494086336997686
50,1006223,wiley,ragdoll,cashewmilk,Brisk (1 hr),brownies,olive,non-virgin,tiger,impish,0,0,0.0,0.0,0.049375246613179005,0.1132973826121268,0.2014467973168486,0.115059844798106,0.1843482835722741,0.09285808233592004,0.15144022096540838,0.16619755359726424,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006223.png,7.078478506908315,6.735317460326194,-0.34316104658212065
51,1006259,slyboots,koladiviya,frosting,Swift (5 min),greymatter,sapphire,non-virgin,rascal,happygokitty,0,0,0.0,0.0,0.1881362620018414,0.16572405629356832,0.1871103511771669,0.15951598053399973,0.1494410101275812,0.11792713402604235,0.16843351308693938,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006259.png,6.783355350590687,6.767496773575038,-0.01585857701564919
52,1006314,wiley,ragdoll,cashewmilk,Sluggish (4 days),brownies,olive,non-virgin,tiger,confuzzled,0,0,0.0,0.0,0.08854399579113507,0.1132973826121268,0.19158227015651716,0.115059844798106,0.1843482835722741,0.09285808233592004,0.15144022096540838,0.16619755359726424,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006314.png,6.533334734739038,6.73238697849046,0.1990522437514226
53,1006339,slyboots,koladiviya,purplehaze,Catatonic (1 week),cinderella,thundergrey,non-virgin,rorschach,confuzzled,0,0,0.0,0.0,0.08854399579113507,0.13881362620018414,0.19158227015651716,0.15162435880573458,0.1494410101275812,0.12792318821517823,0.13013284229909247,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006339.png,6.51411832908937,6.73130252905079,0.21718419996142035
54,1006514,wiley,selkirk,cashewmilk,Slow (16 hr),cinderella,olive,non-virgin,tiger,happygokitty,0,0,0.0,0.0,0.1881362620018414,0.1132973826121268,0.19113507825858214,0.15162435880573458,0.1843482835722741,0.09285808233592004,0.15144022096540838,0.16454031303432856,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006514.png,6.3232185392576,6.737249153551741,0.41403061429414123
55,1006564,slyboots,koladiviya,kalahari,Catatonic (1 week),cottoncandy,thundergrey,non-virgin,amur,confuzzled,0,0,0.0,0.0,0.08854399579113507,0.08938576877548336,0.19158227015651716,0.1548599237143233,0.1494410101275812,0.12792318821517823,0.15820071024595556,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006564.png,7.663010451209495,6.73130252905079,-0.9317079221587052
56,1006615,asif,koladiviya,cashewmilk,Brisk (2 hr),cinderella,sapphire,non-virgin,rascal,confuzzled,0,0,0.0,0.0,0.08854399579113507,0.1132973826121268,0.19292384585032224,0.15162435880573458,0.07233986584243061,0.11792713402604235,0.16843351308693938,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006615.png,6.491570620989522,6.73238697849046,0.24081635750093788
57,1006639,asif,chantilly,cashewmilk,Catatonic (1 week),greymatter,cyan,non-virgin,rascal,happygokitty,0,0,0.0,0.0,0.1881362620018414,0.1132973826121268,0.1871103511771669,0.15951598053399973,0.07233986584243061,0.14257529922399054,0.16843351308693938,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006639.png,7.357408587155825,6.735447764128136,-0.6219608230276892
58,1006654,asif,koladiviya,kalahari,Catatonic (1 week),cottoncandy,thundergrey,non-virgin,rascal,confuzzled,0,0,0.0,0.0,0.08854399579113507,0.08938576877548336,0.19292384585032224,0.1548599237143233,0.07233986584243061,0.12792318821517823,0.16843351308693938,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006654.png,6.970333050981864,6.73130252905079,-0.239030521931074
59,1006746,thicccbrowz,ragdoll,purplehaze,Sluggish (2 days),greymatter,cyan,non-virgin,tiger,confuzzled,0,0,0.0,0.0,0.08854399579113507,0.13881362620018414,0.19292384585032224,0.15951598053399973,0.21381033802446403,0.14257529922399054,0.15144022096540838,0.16619755359726424,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006746.png,6.282795192753805,6.7365322135678065,0.45373702081400147
60,1006974,wiley,chantilly,kalahari,Snappy (10 min),brownies,dahlia,non-virgin,rorschach,impish,0,0,0.0,0.0,0.049375246613179005,0.08938576877548336,0.2014467973168486,0.115059844798106,0.1843482835722741,0.12808102064974353,0.13013284229909247,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1006974.png,6.5359466596206035,6.73238697849046,0.1964403188698567
61,1007030,asif,koladiviya,cashewmilk,Catatonic (1 week),brownies,dahlia,non-virgin,rorschach,impish,0,0,0.19460739181901882,0.1333421018019203,0.049375246613179005,0.1132973826121268,0.1871103511771669,0.115059844798106,0.07233986584243061,0.12808102064974353,0.13013284229909247,0.17919242404314087,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1007030.png,6.94508271629903,6.73130252905079,-0.21378018724823988
62,1007132,asif,selkirk,frosting,Plodding (8 hr),brownies,dahlia,non-virgin,rorschach,confuzzled,0,0,0.0,0.0,0.08854399579113507,0.16572405629356832,0.2014467973168486,0.115059844798106,0.07233986584243061,0.12808102064974353,0.13013284229909247,0.16454031303432856,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1007132.png,6.491856417440228,6.73238697849046,0.24053056105023263
63,1007286,asif,chantilly,frosting,Plodding (8 hr),greymatter,olive,non-virgin,rascal,confuzzled,0,0,0.0,0.0,0.08854399579113507,0.16572405629356832,0.19113507825858214,0.15951598053399973,0.07233986584243061,0.09285808233592004,0.16843351308693938,0.046534262791003554,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1007286.png,6.678561926888359,6.73238697849046,0.05382505160210105
