ID_token,price_diff,total_price,pred_price,fur_value,pattern_value,eye_shape_value,fur_value,accent_colour_value,base_colour_value,eye_colour_value,pattern_value,mouth_value,image_url_png,opensea
828709,-1.9400451441566888,7.944895440949072,6.004850296792383,koladiviya,rorschach,wiley,koladiviya,icy,greymatter,parakeet,rorschach,impish,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/828709.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/828709
458368,-1.9307454692626136,8.600994028466902,6.670248559204288,ragdoll,amur,crazy,ragdoll,icy,aquamarine,mintgreen,amur,happygokitty,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/458368.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/458368
837922,-1.9299812552720184,8.102747735269581,6.172766479997563,birman,rascal,thicccbrowz,birman,purplehaze,cinderella,parakeet,rascal,fangtastic,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/837922.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/837922
457232,-1.9054084626959567,8.643545979403076,6.738137516707119,munchkin,totesbasic,crazy,munchkin,kittencream,shadowgrey,thundergrey,totesbasic,soserious,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/457232.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/457232
844142,-1.9053035990214964,7.768323976693663,5.863020377672167,selkirk,rascal,thicccbrowz,selkirk,kalahari,brownies,dahlia,rascal,impish,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/844142.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/844142
468494,-1.901939554675038,8.561342059544252,6.659402504869214,ragdoll,spangled,slyboots,ragdoll,icy,mauveover,sapphire,spangled,grim,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/468494.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/468494
507666,-1.8776214267307392,8.929479398191376,7.051857971460636,ragdoll,tiger,wonky,ragdoll,sandalwood,cottoncandy,coralsunrise,tiger,grim,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/507666.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/507666
834750,-1.8769641557417245,7.768323976693663,5.891359820951939,selkirk,tiger,wiley,selkirk,icy,brownies,sapphire,tiger,happygokitty,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/834750.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/834750
846264,-1.8664867024454184,7.766322821560706,5.899836119115288,selkirk,tiger,wonky,selkirk,frosting,cottoncandy,cyan,tiger,impish,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/846264.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/846264
847627,-1.8597584566480654,7.807528423503132,5.947769966855066,ragdoll,rascal,slyboots,ragdoll,frosting,greymatter,parakeet,rascal,soserious,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/847627.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/847627
471654,-1.8439404038862826,8.29877806844416,6.454837664557877,selkirk,spangled,chronic,selkirk,azaleablush,shadowgrey,sapphire,spangled,happygokitty,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/471654.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/471654
